dates,campaign_name,creative_name,total_spent,impressions,clicks,click_through_rate,leads,platform,adset_name,cost_per_lead,conversion_rate
1/6/2024,USP_Video_More_Volume_No Logic_India_New Link,USP_Influencer_videoAd2,466.92,2736,81,2.96052632,12.0,Facebook,Open Targeting - Advantage+ audience,38.910000000000004,14.814814814814813
1/8/2024,USP_Video_More_Volume_No Logic_India_New Link,USP_Influencer_videoAd2,507.99,3411,42,1.23131047,10.0,Facebook,Entrance Exam,50.799,23.809523809523807
11/6/2023,USP Masterclass Cold [ 31st Oct ] - More Volume - No Logic,#2 ( Graphic ) - State University Of New York,342.25,645,17,2.63565891,1.0,Facebook,Open Targeting - Advantage+ audience [ 31st Oct ],342.25,5.88235294117647
1/5/2024,USP_Video_More_Volume_No Logic_India_New Link,USP_Influencer_videoAd2,503.75,2712,85,3.13421829,13.0,Facebook,Open Targeting - Advantage+ audience,38.75,15.294117647058824
4/2/2024,USP_MS + Coop Campaign_240224,USP_Drexel_EM_new-Webinar,6105.88,8486,107,1.26090031,22.0,Facebook,MS + Coop All India Ad set - 240224,277.54,20.5607476635514
1/3/2024,USP Masterclass Cold [ 31st Oct ] - Higher Intent - No Logic,#4 ( Graphic ) - How To Get Admmission In Your Dream Universities In US,73.08,200,4,2,1.0,Facebook,Focusing On University [ 4th Nov ],73.08,25.0
1/3/2024,CBO - USP Masterclass Cold [ 15th Dec ] - Higher Intent - No Logic - India  new link,#6 ( Graphic ) - Master's Degree In 12 Months,1442.73,4460,105,2.35426009,12.0,Facebook,Open Targeting - Advantage+ audience [ 7th Dec ],120.2275,11.428571428571429
1/1/2024,CBO - USP Masterclass Cold [ 15th Dec ] - More Volume - No Logic - India  New Link,#6 ( Graphic ) - Master's Degree In 12 Months,52.86,716,10,1.39664804,4.0,Facebook,Related To Study In US [ 23rd Nov ],13.215,40.0
1/25/2024,USP_Program_More-Volume_No Logic_India_220124,#17 ( Graphic ) 2.25L,67.15,218,4,1.83486239,1.0,Facebook,Entrance Exam_India,67.15,25.0
1/25/2024,USP_Program_More-Volume_No Logic_India_220124,USP_Influencer_videoAd3,74.7,564,4,0.70921986,1.0,Facebook,Entrance Exam_India,74.7,25.0
1/25/2024,USP_Program_More-Volume_No Logic_South-states_220124,USP_Influencer_videoAd2,835.39,6187,26,0.42023598,2.0,Facebook,Entrance Exam_South States,417.695,7.6923076923076925
1/24/2024,USP_Program_Higher Intent_No Logic_India_220124,#2 ( Graphic ) - State University Of New York,56.49,56,2,3.57142857,1.0,Facebook,Entrance Exam_India,56.49,50.0
1/24/2024,USP_Program_More-volume_With-Logic_South-states_220124,USP_Influencer_videoAd2,533.44,2106,27,1.28205128,1.0,Facebook,Open Targeting - Advantage+ audience_South-states,533.44,3.7037037037037033
1/20/2024,CBO - USP Masterclass Cold [ 15th Dec ] - More Volume - No Logic - India  New Link,#10 ( Graphic ) - Get Into Top US Universitie,13.29,23,2,8.69565217,1.0,Facebook,Related To Study In US [ 23rd Nov ],13.29,50.0
1/19/2024,CBO - USP Masterclass Cold [ 23rd Nov ] - Higher Intent - No Logic new-  India,#8 ( Graphic ) - Study in The USA,185.03,575,3,0.52173913,1.0,Facebook,Related To Study In US [ 23rd Nov ],185.03,33.33333333333333
3/24/2024,USP_Webinar_070324,USP_RG_webinar_V4_Namita,282.61,905,18,1.98895028,1.0,Facebook,All India test aud Webinar_200324,282.61,5.555555555555555
4/11/2024,USP Study Abroad_Generic_240224,USP_S14_Akron_13L,628.51,132,5,3.78787879,2.0,Facebook,All India Generic Leads Ad Set_240224,314.255,40.0
1/18/2024,CBO - USP Masterclass Cold [ 23rd Nov ] - Higher Intent - No Logic new-  India,#2 ( Graphic ) - State University Of New York,678.25,1600,18,1.125,3.0,Facebook,Related To Study In US [ 23rd Nov ],226.08333333333334,16.666666666666664
12/6/2023,USP Masterclass Cold [ 31st Oct ] - Higher Intent - No Logic,#8 ( Graphic ) - Study In The USA,713.89,1232,32,2.5974026,3.0,Facebook,Open Targeting - Advantage+ audience [ 31st Oct ],237.96333333333334,9.375
2/5/2024,USP_Program_More-Volume_No Logic_South-states_220124,USP_Influencer_videoAd2,281.53,2321,11,0.47393365,2.0,Facebook,Entrance Exam_South States,140.765,18.181818181818183
4/11/2024,USP_Webinar2_270324,USP_Webinar_SaturdayPlan_1,503.23,853,6,0.70339977,2.0,Facebook,All India Webinar_270324,251.615,33.33333333333333
4/11/2024,USP_Webinar2_270324,USP_RG_webinar_V1,1568.42,6771,35,0.51691035,2.0,Facebook,All India Webinar_270324,784.21,5.714285714285714
2/5/2024,USP_COOP-Drexel_More_Volume_No Logic_India_240124,USP_Drexel_6_MSCE_USD,137.0,1011,8,0.79129575,2.0,Facebook,Entrance Exam,68.5,25.0
3/29/2024,USP_MS + Coop Campaign_240224,USP_RIT_1_Getpaid,6800.3,8987,152,1.69133192,40.0,Facebook,MS + Coop All India Ad set - 240224,170.0075,26.31578947368421
3/29/2024,USP_MS + Coop Campaign_240224,USP_RIT_1_Getpaid,2983.76,4819,36,0.74704295,10.0,Facebook,MS + Coop KA&TN Ad set - 240224,298.37600000000003,27.77777777777778
11/4/2023,USP Masterclass Cold [ 31st Oct ] - Higher Intent - No Logic,#2 ( Graphic ) - State University Of New York,480.99,892,32,3.58744395,6.0,Facebook,Open Targeting - Advantage+ audience [ 31st Oct ],80.165,18.75
3/15/2024,USP_Webinar_070324,USP_RG_webinar_V1,520.53,2248,8,0.35587189,1.0,Facebook,All India Study abroad Interest 070324,520.53,12.5
2/4/2024,USP_COOP-Drexel_More_Volume_No Logic_India_240124,USP_Drexel_1_EWYL,462.71,868,25,2.88018433,4.0,Facebook,Entrance Exam,115.6775,16.0
12/6/2023,xCBO - USP Masterclass Cold [ 23rd Nov ] - More Volume - No Logic - India-  new link,#6 ( Graphic ) - Master's Degree In 12 Months,1571.79,12824,69,0.53805365,10.0,Facebook,Entrance Exam [ 23rd Nov ],157.179,14.492753623188406
12/7/2023,xCBO - USP Masterclass Cold [ 7th Dec ] - Higher Intent - No Logic -  new link India,#1 ( Graphic ) - Want To Build Your Career In The US?,42.95,47,2,4.25531915,1.0,Facebook,Entrance Exam [ 7th Dec ],42.95,50.0
4/3/2024,USP_Webinar_070324,USP_Webinar_MSunder12Months,3653.87,19587,67,0.34206361,12.0,Facebook,All India Study abroad Interest 070324,304.4891666666667,17.91044776119403
2/3/2024,USP_Video_More_Volume_No Logic_India_New Link,USP_Influencer_videoAd2,958.85,7105,59,0.83040113,5.0,Facebook,Entrance Exam,191.77,8.47457627118644
2/3/2024,USP_COOP-Drexel_More_Volume_No Logic_India_240124,USP_Drexel_1_EWYL,404.4,696,22,3.16091954,5.0,Facebook,Entrance Exam,80.88,22.727272727272727
2/2/2024,USP_Program_Higher Intent_No Logic_South-states_220124,USP_Influencer_videoAd3,157.14,801,4,0.49937578,1.0,Facebook,Focusing On University_South-states,157.14,25.0
4/11/2024,USP_Webinar2_270324,USP_Webinar_without_GMAT/GRE,2169.69,13695,46,0.33588901,3.0,Facebook,All India Webinar_270324,723.23,6.521739130434782
2/1/2024,USP_Program_Higher Intent_No Logic_India_220124,USP_Influencer_videoAd3,554.76,3599,13,0.36121145,1.0,Facebook,Entrance Exam_India,554.76,7.6923076923076925
4/12/2024,USP_MS + Coop Campaign_240224,USP_Drexel_1_EWYL,4822.49,2387,74,3.10012568,24.0,Facebook,MS + Coop KA&TN Ad set - 240224,200.93708333333333,32.432432432432435
12/31/2023,USP Masterclass Cold [ 31st Oct ] - Higher Intent - No Logic,#4 ( Graphic ) - How To Get Admmission In Your Dream Universities In US,82.73,122,3,2.45901639,1.0,Facebook,Focusing On University [ 4th Nov ],82.73,33.33333333333333
2/1/2024,USP_COOP-Drexel_More_Volume_No Logic_India_240124,USP_Drexel_1_EWYL,763.28,1446,41,2.83540802,6.0,Facebook,Related To Study In US,127.21333333333332,14.634146341463413
2/1/2024,USP_COOP-Drexel_More_Volume_No Logic_India_240124,USP_Drexel_8_MSIOT_USD,181.7,115,15,13.04347826,3.0,Facebook,Entrance Exam,60.56666666666666,20.0
1/31/2024,USP_Program_More-Volume_No Logic_South-states_220124,#6 ( Graphic ) - Master's Degree In 12 Months,1121.5,13312,36,0.27043269,2.0,Facebook,Entrance Exam_South States,560.75,5.555555555555555
12/7/2023,xCBO - USP Masterclass Cold [ 7th Dec ] - Higher Intent - No Logic -  new link India,#6 ( Graphic ) - Master's Degree In 12 Months,468.93,2225,27,1.21348315,6.0,Facebook,Open Targeting - Advantage+ audience [ 7th Dec ],78.155,22.22222222222222
12/6/2023,USP Masterclass Cold [ 31st Oct ] - Higher Intent - No Logic,#9 ( Graphic ) - Study In The US,60.11,82,3,3.65853659,1.0,Facebook,Focusing On University [ 4th Nov ],60.11,33.33333333333333
1/31/2024,USP_Video_More_Volume_No Logic_India_New Link,USP_Influencer_videoAd3,141.14,10,2,20,1.0,Facebook,Entrance Exam,141.14,50.0
4/12/2024,USP_Webinar_070324,USP_RG_webinar_V4_Namita,7417.71,44500,150,0.33707865,19.0,Facebook,All India Study abroad Interest 070324,390.4057894736842,12.666666666666668
3/29/2024,USP_Webinar2_270324,USP_Webinar_Saturdayfuture,63.65,294,3,1.02040816,1.0,Facebook,All India Webinar_270324,63.65,33.33333333333333
2/8/2024,USP_Video_More_Volume_No Logic_India_New Link,USP_Influencer_videoAd2,984.01,8665,62,0.71552222,8.0,Facebook,Entrance Exam,123.00125,12.903225806451612
1/30/2024,USP_Program_Higher Intent_No Logic_South-states_220124,#2 ( Graphic ) - State University Of New York,99.42,147,3,2.04081633,1.0,Facebook,Focusing On University_South-states,99.42,33.33333333333333
1/30/2024,USP_Program_More-Volume_No Logic_South-states_220124,USP_Influencer_videoAd3,78.73,825,4,0.48484848,1.0,Facebook,Entrance Exam_South States,78.73,25.0
1/30/2024,USP_Program_More-Volume_No Logic_South-states_220124,USP_Influencer_videoAd2,694.44,8206,24,0.29246893,3.0,Facebook,Entrance Exam_South States,231.48000000000002,12.5
1/29/2024,USP_Program_Higher Intent_No Logic_India_220124,USP_Influencer_videoAd3,845.4,1871,9,0.48102619,1.0,Facebook,Focusing On University_India,845.4,11.11111111111111
1/29/2024,USP_2_Lead-gen-1_220124,#8 ( Graphic ) - Study In The USA,161.49,233,8,3.43347639,2.0,Facebook,USP-2_Data_Job-title_India_exclude_KATNTSAP,80.745,25.0
3/29/2024,USP_Webinar_070324,USP_RG_webinar_V4_Namita,4460.3,33129,127,0.38334994,7.0,Facebook,All India Study abroad Interest 070324,637.1857142857143,5.511811023622047
1/29/2024,USP_COOP-Drexel_More_Volume_No Logic_India_240124,USP_Drexel_3_Getpaid,1261.91,5789,57,0.98462601,11.0,Facebook,Related To Study In US,114.71909090909092,19.298245614035086
1/28/2024,USP_Program_More-Volume_No Logic_India_220124,USP_Influencer_videoAd2,1513.54,10186,59,0.57922639,13.0,Facebook,Related To Study In US_India,116.42615384615384,22.033898305084744
1/28/2024,USP_Video_More_Volume_No Logic_India_New Link,USP_Influencer_videoAd2,2020.62,14329,70,0.48851979,5.0,Facebook,Entrance Exam,404.12399999999997,7.142857142857142
1/28/2024,USP_Program_More-Volume_No Logic_South-states_220124,#6 ( Graphic ) - Master's Degree In 12 Months,963.77,8855,28,0.31620553,3.0,Facebook,Related To Study In US_South-states,321.25666666666666,10.714285714285714
1/28/2024,USP_2_Lead-gen-1_220124,#6 ( Graphic ) - Master's Degree In 12 Months,337.81,1300,18,1.38461538,4.0,Facebook,USP-2_Data_Job-title_India_exclude_KATNTSAP,84.4525,22.22222222222222
1/27/2024,USP_Program_Higher Intent_No Logic_South-states_220124,#6 ( Graphic ) - Master's Degree In 12 Months,413.39,2000,15,0.75,2.0,Facebook,Focusing On University_South-states,206.695,13.333333333333334
1/27/2024,USP_Program_Higher Intent_No Logic_India_220124,#6 ( Graphic ) - Master's Degree In 12 Months,338.67,3517,24,0.68239977,2.0,Facebook,Entrance Exam_India,169.335,8.333333333333332
1/27/2024,USP_Program_Higher Intent_No Logic_South-states_220124,#12 ( Graphic ) - Master's Degree In 12 Months_Rutgers,466.01,1221,13,1.06470106,1.0,Facebook,Focusing On University_South-states,466.01,7.6923076923076925
1/27/2024,USP_COOP-Drexel_More_Volume_No Logic_India_240124,USP_Drexel_4_Repay,1217.61,1634,91,5.56915545,17.0,Facebook,Open Targeting - Advantage+ audience,71.62411764705882,18.681318681318682
1/26/2024,USP_Program_Higher Intent_No Logic_South-states_220124,USP_Influencer_videoAd4,15.21,48,4,8.33333333,1.0,Facebook,Focusing On University_South-states,15.21,25.0
4/12/2024,USP_2_Lead-gen-1_220124,#6 ( Graphic ) - Master's Degree In 12 Months,1649.32,6682,19,0.284346,3.0,Facebook,USP-2_Data_Job-title_India_exclude_KATNTSAP,549.7733333333333,15.789473684210526
12/31/2023,CBO - USP Masterclass Cold [ 23rd Nov ] - Higher Intent - No Logic new-  India,#6 ( Graphic ) - Master's Degree In 12 Months,433.52,2849,8,0.28080028,1.0,Facebook,Entrance Exam [ 23rd Nov ],433.52,12.5
1/26/2024,USP_Program_More-Volume_No Logic_India_220124,#17 ( Graphic ) 2.25L,125.08,138,3,2.17391304,1.0,Facebook,Entrance Exam_India,125.08,33.33333333333333
1/26/2024,USP_COOP-Drexel_More_Volume_No Logic_India_240124,USP_Drexel_8_MSIOT_USD,899.82,1590,17,1.06918239,2.0,Facebook,Focusing On University,449.91,11.76470588235294
1/26/2024,USP_COOP-Drexel_More_Volume_No Logic_India_240124,USP_Drexel_2_EM,252.33,526,6,1.14068441,1.0,Facebook,Focusing On University,252.33,16.666666666666664
2/14/2024,USP_Video_More_Volume_No Logic_India_New Link,USP_Influencer_videoAd1,567.53,3076,18,0.58517555,4.0,Facebook,Focusing On University,141.8825,22.22222222222222
2/14/2024,USP_Program_Lead-gen_4_MAR&MBA_140223,USP_Fairfield_MS-Marketing_4,641.44,833,9,1.08043217,3.0,Facebook,India_Ex-APTNTSKA_Combined_Targeting,213.81333333333336,33.33333333333333
2/14/2024,USP_Program_Lead-gen_2_Generic_140223,#6 ( Graphic ) - Master's Degree In 12 Months,1696.16,13021,30,0.23039705,3.0,Facebook,Location-TNKA_Combined_Targeting,565.3866666666667,10.0
2/14/2024,USP_Program_Lead-gen_3_Co-op_140223,USP_RIT_4_EWYL_USD,158.49,753,7,0.92961487,2.0,Facebook,Location-TNKA_Combined_Targeting,79.245,28.57142857142857
2/13/2024,USP_Video_More_Volume_No Logic_India_New Link,USP_Influencer_videoAd2,2002.54,26357,106,0.4021702,9.0,Facebook,Entrance Exam,222.50444444444443,8.49056603773585
4/3/2024,USP_Marketing+MBA_New Leads Campaign_240224,USP_kavita&steffi_VideoAd6,4311.93,33424,117,0.35004787,3.0,Facebook,Marketing+MBA KA&TN - 240224,1437.3100000000002,2.564102564102564
2/11/2024,USP_Program_More-volume_With-Logic_South-states_220124,USP_Influencer_videoAd3,128.09,815,14,1.71779141,4.0,Facebook,Open Targeting - Advantage+ audience_South-states,32.0225,28.57142857142857
4/11/2024,USP_Webinar2_270324,USP_Webinar_MSunder12Months,5003.27,15588,71,0.45547857,8.0,Facebook,All India Webinar_270324,625.40875,11.267605633802818
2/11/2024,USP_Program_Higher Intent_No Logic_South-states_220124,#6 ( Graphic ) - Master's Degree In 12 Months,593.46,4702,12,0.25521055,1.0,Facebook,Related To Study In US_South-states,593.46,8.333333333333332
4/12/2024,USP_Webinar_070324,USP_Shreya_webinar_V1,428.18,294,2,0.68027211,1.0,Facebook,All India Study abroad Interest 070324,428.18,50.0
2/11/2024,USP_Program_Higher Intent_No Logic_South-states_220124,USP_Influencer_videoAd4,8.62,27,4,14.81481481,1.0,Facebook,Related To Study In US_South-states,8.62,25.0
12/7/2023,USP Masterclass Cold [ 31st Oct ] - Higher Intent - No Logic,#6 ( Graphic ) - Master's Degree In 12 Months,439.01,3233,15,0.46396536,1.0,Facebook,Related To Study In US [ 31st Oct ],439.01,6.666666666666667
2/10/2024,USP_Program_Higher Intent_No Logic_India_220124,#2 ( Graphic ) - State University Of New York,100.8,161,3,1.86335404,1.0,Facebook,Entrance Exam_India,100.8,33.33333333333333
2/10/2024,USP_Program_Higher Intent_No Logic_India_220124,#6 ( Graphic ) - Master's Degree In 12 Months,1077.68,7048,30,0.42565267,2.0,Facebook,Focusing On University_India,538.84,6.666666666666667
11/1/2023,USP Masterclass Cold [ 31st Oct ] - Higher Intent - No Logic,#4 ( Graphic ) - How To Get Admmission In Your Dream Universities In US,74.66,208,2,0.96153846,1.0,Facebook,Entrance Exam [ 31st Oct ],74.66,50.0
4/3/2024,USP_Marketing+MBA_New Leads Campaign_240224,USP_kavita&steffi_VideoAd6,2727.57,24114,82,0.34005142,1.0,Facebook,Marketing+MBA AP&TS - 240224,2727.57,1.2195121951219512
2/10/2024,USP_Video_More_Volume_No Logic_India_New Link,USP_Influencer_videoAd1,332.7,47,2,4.25531915,8.0,Facebook,Open Targeting - Advantage+ audience,41.5875,400.0
2/9/2024,USP_Program_More-volume_With-Logic_India_220124,USP_Influencer_videoAd1,741.21,24,3,12.5,6.0,Facebook,Open Targeting - Advantage+ audience_India,123.53500000000001,200.0
3/29/2024,US_Pathway_2_Lead_gen_4_220324,USP_Program_Linkedin_Static_C13_Notepad,450.82,1645,8,0.49%,1.0,LinkedIn,Not Defined,450.82,12.5
12/7/2023,USP Masterclass Cold [ 31st Oct ] - Higher Intent - No Logic,#8 ( Graphic ) - Study In The USA,450.5,875,23,2.62857143,2.0,Facebook,Open Targeting - Advantage+ audience [ 31st Oct ],225.25,8.695652173913043
4/12/2024,USP_Webinar_070324,USP_Shreya_webinar_V1,216.48,124,9,7.25806452,2.0,Facebook,All India Look-a-like of form fillers 180324,108.24,22.22222222222222
12/26/2023,US_Pathway_2_Lead_gen_2_091123,USP_Program_Linkedin_Static_C14_Bridge-3YWP,873.75,5768,32,0.56%,4.0,LinkedIn,Not Defined,218.4375,12.5
12/20/2023,US_Pathway_2_Lead_gen_3_241123,USP_Program_Linkedin_Static_C9_Avg-Salary,218.56,1884,13,0.69%,1.0,LinkedIn,Not Defined,218.56,7.6923076923076925
12/9/2023,US_Pathway_2_Lead_gen_3_241123,USP_Program_Linkedin_Static_C14_Bridge-3YWP,823.57,1106,8,0.72%,1.0,LinkedIn,Not Defined,823.57,12.5
1/22/2024,US_Pathway_2_Lead_gen_3_241123,USP_Program_Linkedin_Static_C11_SB-3YWP,943.73,3753,20,0.53%,1.0,LinkedIn,Not Defined,943.73,5.0
4/10/2024,USP_Marketing+MBA_New Leads Campaign_240224,USP_Fairfield-MBA_2,416.34,917,12,1.30861505,1.0,Facebook,Marketing+MBA AP&TS - 240224,416.34,8.333333333333332
4/10/2024,USP_Marketing+MBA_New Leads Campaign_240224,USP_Generic-MBA_3,918.14,6988,27,0.38637665,1.0,Facebook,Marketing+MBA AP&TS - 240224,918.14,3.7037037037037033
12/21/2023,US_Pathway_2_Lead_gen_3_241123,USP_Program_Linkedin_Static_C19_Dual-Course-white,33.49,254,1,0.39%,1.0,LinkedIn,Not Defined,33.49,100.0
12/5/2023,US_Pathway_2_Lead_gen_2_091123,USP_Program_Linkedin_Static_C20_CWRU-Cost-white,813.54,1681,11,0.65%,1.0,LinkedIn,Not Defined,813.54,9.090909090909092
11/30/2023,CBO - USP Masterclass Cold [ 23rd Nov ] - Higher Intent - No Logic new-  India,#5 ( Graphic ) - Get Master's Degree in Just 12 Months,32.74,88,2,2.27272727,1.0,Facebook,Entrance Exam [ 23rd Nov ],32.74,50.0
12/5/2023,CBO - USP Masterclass Cold [ 23rd Nov ] - Higher Intent - No Logic new-  India,#1 ( Graphic ) - Want To Build Your Career In The US?,119.55,395,6,1.51898734,1.0,Facebook,Focusing On University [ 23rd Nov ],119.55,16.666666666666664
4/4/2024,USP_Marketing+MBA_New Leads Campaign_240224,USP_Fairfield-MBA_2,215.9,458,3,0.65502183,1.0,Facebook,Marketing+MBA AP&TS - 240224,215.9,33.33333333333333
12/9/2023,US_Pathway_2_Lead_gen_3_241123,USP_Program_Linkedin_Static_C23_Rutgers-33K,661.39,820,7,0.85%,1.0,LinkedIn,Not Defined,661.39,14.285714285714285
12/18/2023,US_Pathway_2_Lead_gen_3_241123,USP_Program_Linkedin_Static_C21_CWRU-22L,616.2,1169,7,0.60%,1.0,LinkedIn,Not Defined,616.2,14.285714285714285
12/19/2023,US_Pathway_2_Lead_gen_3_241123,USP_Program_Linkedin_Static_C21_CWRU-22L,346.5,1068,6,0.56%,1.0,LinkedIn,Not Defined,346.5,16.666666666666664
4/1/2024,USP Study Abroad_Generic_240224,USP_S4_Do-you-have,354.28,40,3,7.5,2.0,Facebook,All India Generic Leads Ad Set_240224,177.14,66.66666666666666
12/7/2023,USP Masterclass Cold [ 31st Oct ] - Higher Intent - No Logic,#5 ( Graphic ) - Get Master's Degree in Just 12 Months,627.35,1087,21,1.93192272,2.0,Facebook,Open Targeting - Advantage+ audience [ 31st Oct ],313.675,9.523809523809524
2/22/2024,USP_Video_APTLTSKA_Lead-Gen_160224,Influencer 3,413.59,4876,105,2.15%,1.0,Google,Combined_targeting_Generic_APTSTNKA,413.59,0.9523809523809524
3/17/2024,USP Study Abroad_Generic_240224,#8 ( Graphic ) - Study In The USA,2077.45,5439,36,0.66188638,5.0,Facebook,All India focusing on Uni Ad Set_060324,415.48999999999995,13.88888888888889
3/28/2024,USP Study Abroad_Generic_240224,USP_Webinar_without_GMAT/GRE - Copy,1962.93,9772,26,0.26606631,2.0,Facebook,KA&TN Generic Leads Ad Set_240224,981.465,7.6923076923076925
4/4/2024,USP_2_Lead-gen-1_220124,USP_S2_Faced-rejection,310.77,36,1,2.77777778,1.0,Facebook,USP-2_Data_Job-title_India_exclude_KATNTSAP,310.77,100.0
2/15/2024,USP_Program_Lead-gen_3_Co-op_140223,USP_Drexel_4_Repay,188.74,235,3,1.27659574,1.0,Facebook,India_Exclude-Combined_Targeting-interest,188.74,33.33333333333333
2/18/2024,USP_Program_Lead-gen_4_MAR&MBA_140223,USP_Fairfield_MS-Marketing-2_5,534.41,1552,11,0.70876289,2.0,Facebook,India_Ex-APTNTSKA_Combined_Targeting,267.205,18.181818181818183
2/18/2024,USP_Program_Higher Intent_No Logic_South-states_220124,USP_Influencer_videoAd4,95.44,328,6,1.82926829,1.0,Facebook,Entrance Exam_South-states,95.44,16.666666666666664
12/5/2023,USP Masterclass Cold [ 31st Oct ] - More Volume - No Logic,#6 ( Graphic ) - Master's Degree In 12 Months,430.45,1873,13,0.69407368,2.0,Facebook,Focusing On University [ 4th Nov ],215.225,15.384615384615385
2/18/2024,USP_Program_Lead-gen_2_Generic_140223,USP_Influencer_videoAd3,577.72,2463,7,0.28420625,1.0,Facebook,Location-TNKA_Combined_Targeting,577.72,14.285714285714285
2/17/2024,USP_Program_Lead-gen_4_MAR&MBA_140223,USP_Generic-MBA_3,361.76,377,3,0.79575597,1.0,Facebook,India_Exclude-Combined_Targeting-interest,361.76,33.33333333333333
2/17/2024,USP_Program_Higher Intent_No Logic_South-states_220124,#6 ( Graphic ) - Master's Degree In 12 Months,934.99,4908,22,0.44824776,2.0,Facebook,Focusing On University_South-states,467.495,9.090909090909092
3/22/2024,USP_Webinar_070324,USP_RG_webinar_V2,545.23,8127,19,0.23378861,1.0,Facebook,All India Study abroad Interest 070324,545.23,5.263157894736842
4/4/2024,USP_2_Lead-gen-1_220124,USP_S2_Faced-rejection,281.98,44,4,9.09090909,2.0,Facebook,USP-2_Data_Job-title_KATNTSAP,140.99,50.0
2/19/2024,USP_Program_Lead-gen_2_Generic_140223,#6 ( Graphic ) - Master's Degree In 12 Months,1245.05,5635,25,0.44365572,2.0,Facebook,Location-TNKA_Combined_Targeting,622.525,8.0
1/29/2024,US_Pathway_2_Lead_gen_1_091123,USP_Program_Linkedin_Static_C29_Rutgres_3YWP,323.47,891,3,0.34%,1.0,LinkedIn,Not Defined,323.47,33.33333333333333
3/23/2024,USP_MS + Coop Campaign_240224,USP_RIT_2_Repay,1069.79,120,1,0.83333333,3.0,Facebook,MS + Coop All India Ad set - 240224,356.59666666666664,300.0
2/22/2024,USP_Program_More-Volume_No Logic_India_220124,#6 ( Graphic ) - Master's Degree In 12 Months,2404.76,13118,67,0.51074859,12.0,Facebook,Entrance Exam_India,200.39666666666668,17.91044776119403
4/10/2024,USP Study Abroad_Generic_240224,USP_S2_Faced-rejection,734.21,214,3,1.40186916,1.0,Facebook,All India Generic Leads Ad Set_240224,734.21,33.33333333333333
2/22/2024,CBO - USP Masterclass Cold [ 15th Dec ] - Higher Intent - No Logic - India  new link,#6 ( Graphic ) - Master's Degree In 12 Months,1375.16,2885,56,1.94107452,6.0,Facebook,Open Targeting - Advantage+ audience [ 7th Dec ],229.19333333333336,10.714285714285714
11/13/2023,USP Masterclass Cold [ 31st Oct ] - More volume - With Logic,#2 ( Graphic ) - State University Of New York,468.44,915,16,1.74863388,1.0,Facebook,Open Targeting - Advantage+ audience [ 31st Oct ],468.44,6.25
11/13/2023,USP Masterclass Cold [ 31st Oct ] - More volume - With Logic,#1 ( Graphic ) - Want To Build Your Career In The US?,16.62,29,5,17.24137931,1.0,Facebook,Open Targeting - Advantage+ audience [ 31st Oct ],16.62,20.0
2/26/2024,USP_Marketing+MBA_New Leads Campaign_240224,USP_Influencer_videoAd4,1565.32,9411,48,0.51004144,5.0,Facebook,Marketing+MBA KA&TN - 240224,313.06399999999996,10.416666666666668
2/26/2024,USP Study Abroad_Generic_240224,USP_RG_VideoAd5,1669.65,9700,39,0.40206186,2.0,Facebook,KA&TN Generic Leads Ad Set_240224,834.825,5.128205128205128
2/26/2024,USP Study Abroad_Generic_240224,USP_Influencer_videoAd4,1366.63,9904,23,0.2322294,1.0,Facebook,AP&TS Generic Leads Ad Set_240224,1366.63,4.3478260869565215
2/27/2024,USP Study Abroad_Generic_240224,#6 ( Graphic ) - Master's Degree In 12 Months,1100.24,1941,25,1.28799588,6.0,Facebook,All India Generic Leads Ad Set_240224,183.37333333333333,24.0
2/27/2024,USP_Marketing+MBA_New Leads Campaign_240224,USP_Influencer_videoAd4,1540.92,6452,38,0.58896466,4.0,Facebook,Marketing+MBA KA&TN - 240224,385.23,10.526315789473683
2/27/2024,USP_Marketing+MBA_New Leads Campaign_240224,USP_Drexel-MBA_1,278.97,231,6,2.5974026,2.0,Facebook,Marketing+MBA All India - 240224,139.485,33.33333333333333
12/7/2023,CBO - USP Masterclass Cold [ 23rd Nov ] - More volume - With Logic,#6 ( Graphic ) - Master's Degree In 12 Months,3708.22,15461,259,1.67518272,17.0,Facebook,Open Targeting - Advantage+ audience [ 31st Oct ],218.1305882352941,6.563706563706563
3/6/2024,USP_MS + Coop Campaign_240224,USP_kavita&steffi_VideoAd6,1068.33,13313,51,0.3830842,4.0,Facebook,MS + Coop All India Ad set - 240224,267.0825,7.8431372549019605
3/6/2024,USP_MS + Coop Campaign_240224,USP_RIT_1_Getpaid,4872.94,24819,98,0.39485878,12.0,Facebook,MS + Coop AP&TS Ad set - 240224,406.0783333333333,12.244897959183673
3/6/2024,USP_Marketing+MBA_New Leads Campaign_240224,USP_RG_VideoAd5,109.76,409,5,1.22249389,1.0,Facebook,Marketing+MBA All India - 240224,109.76,20.0
4/10/2024,USP_Webinar_070324,USP_RG_webinar_V1,2680.77,11107,52,0.46817322,5.0,Facebook,All India Look-a-like of form fillers 180324,536.154,9.615384615384617
12/31/2023,CBO - USP Masterclass Cold [ 23rd Nov ] - Higher Intent - No Logic new-  India,#9 ( Graphic ) - Study In The US,37.66,143,5,3.4965035,1.0,Facebook,Entrance Exam [ 23rd Nov ],37.66,20.0
